0	0.1782	0.0740	-0.6522	0.0091	0.0040	0.0033	0.0000	0.0000	0.0000
1	0.6734	-0.6684	-2.7796	0.0091	0.0040	0.0033	0.0000	0.0000	0.0000
3	0.8504	1.0000	-0.9389	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0	0.1743	0.0752	-0.6415	0.0030	0.0001	0.0007	0.0000	0.0000	0.0000
1	0.7736	-0.6221	-2.7540	0.0030	0.0001	0.0007	0.0000	0.0000	0.0000
3	0.8892	-0.4401	-0.8735	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0	0.1703	0.0763	-0.6302	0.0037	0.0025	0.0034	0.0000	0.0000	0.0000
1	0.7116	-0.5355	-2.3950	0.0037	0.0025	0.0034	0.0000	0.0000	0.0000
3	0.9035	-0.3337	-0.8010	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0	0.1665	0.0775	-0.6192	0.0026	0.0007	0.0013	0.0000	0.0000	0.0000
1	0.6315	-0.5161	-2.2136	0.0026	0.0007	0.0013	0.0000	0.0000	0.0000
3	0.8592	-0.2998	-0.7225	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0	0.1627	0.0784	-0.6088	0.0034	0.0011	0.0022	0.0000	0.0000	0.0000
1	0.5147	-0.5457	-1.6271	0.0034	0.0011	0.0022	0.0000	0.0000	0.0000
3	0.7452	-0.3134	-0.4594	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0	0.1590	0.0791	-0.5985	0.0012	0.0017	0.0026	0.0000	0.0000	0.0000
1	0.4595	-0.5846	-1.2337	0.0012	0.0017	0.0026	0.0000	0.0000	0.0000
3	0.6957	-0.3546	-0.2711	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0	0.1555	0.0794	-0.5889	0.0031	0.0004	0.0016	0.0000	0.0000	0.0000
1	0.4087	-0.5898	-0.9785	0.0031	0.0004	0.0016	0.0000	0.0000	0.0000
3	0.6509	-0.3766	-0.0998	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0	0.1519	0.0801	-0.5802	0.0116	0.0034	-0.0007	0.0000	0.0000	0.0000
1	0.9390	-0.4916	-1.8872	0.0116	0.0034	-0.0007	0.0000	0.0000	0.0000
3	0.9354	-0.2591	-0.4637	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0	0.1481	0.0799	-0.5707	-0.0117	-0.0055	0.0003	0.0000	0.0000	0.0000
1	0.8559	4.7088	-2.0112	-0.0117	-0.0055	0.0003	0.0000	0.0000	0.0000
3	0.9908	1.0000	-0.5765	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0	0.1452	0.0785	-0.5586	0.0036	0.0004	0.0064	0.0000	0.0000	0.0000
1	0.8501	4.6462	-2.1004	0.0036	0.0004	0.0064	0.0000	0.0000	0.0000
3	0.9754	1.0000	-0.6189	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0	0.1426	0.0790	-0.5511	0.0059	0.0045	0.0047	0.0000	0.0000	0.0000
1	1.1817	5.4235	-1.9908	0.0059	0.0045	0.0047	0.0000	0.0000	0.0000
3	1.0000	1.0000	-0.6785	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0	0.1396	0.0807	-0.5450	0.0063	0.0039	0.0010	0.0000	0.0000	0.0000
1	0.5411	0.0548	-1.5466	0.0063	0.0039	0.0010	0.0000	0.0000	0.0000
3	0.9079	-0.0462	-0.4031	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0	0.1362	0.0811	-0.5369	0.0015	0.0007	0.0007	0.0000	0.0000	0.0000
1	0.3652	0.4981	-1.9932	0.0015	0.0007	0.0007	0.0000	0.0000	0.0000
3	0.5742	0.1470	-0.5556	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0	0.1334	0.0812	-0.5291	0.0029	0.0005	0.0023	0.0000	0.0000	0.0000
1	0.3397	0.4094	-1.8842	0.0029	0.0005	0.0023	0.0000	0.0000	0.0000
3	0.5497	0.2020	-0.6137	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0	0.1310	0.0811	-0.5220	0.0018	0.0012	0.0027	0.0000	0.0000	0.0000
1	0.2910	0.8070	-2.2249	0.0018	0.0012	0.0027	0.0000	0.0000	0.0000
3	0.5515	0.3149	-0.6617	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0	0.1287	0.0815	-0.5152	0.0013	0.0009	0.0038	0.0000	0.0000	0.0000
1	0.3786	0.3578	-2.0804	0.0013	0.0009	0.0038	0.0000	0.0000	0.0000
3	0.5340	0.3762	-0.6942	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0	0.1265	0.0822	-0.5090	0.0054	-0.0027	0.0038	0.0000	0.0000	0.0000
1	0.4816	-0.4507	-2.1404	0.0054	-0.0027	0.0038	0.0000	0.0000	0.0000
3	0.6300	-0.0439	-0.6465	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0	0.1246	0.0821	-0.5014	-0.0075	-0.0024	0.0026	0.0000	0.0000	0.0000
1	0.3900	4.7984	-2.3180	-0.0075	-0.0024	0.0026	0.0000	0.0000	0.0000
3	0.7377	1.0000	-0.7404	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0	0.1233	0.0818	-0.4926	0.0038	0.0090	0.0050	0.0000	0.0000	0.0000
1	0.6633	5.1392	-2.2561	0.0038	0.0090	0.0050	0.0000	0.0000	0.0000
3	0.7321	1.0000	-0.7190	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0	0.1219	0.0843	-0.4919	0.0162	0.0084	-0.0030	0.0000	0.0000	0.0000
1	1.4854	4.9629	-2.6002	0.0162	0.0084	-0.0030	0.0000	0.0000	0.0000
3	1.0000	1.0000	-0.8142	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0	0.1194	0.0846	-0.4877	0.0102	0.0003	-0.0020	0.0000	0.0000	0.0000
1	1.8734	4.8780	-2.6619	0.0102	0.0003	-0.0020	0.0000	0.0000	0.0000
3	1.0000	1.0000	-0.9300	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0	0.1168	0.0843	-0.4824	0.0015	-0.0020	-0.0005	0.0000	0.0000	0.0000
1	1.5645	5.1461	-2.3079	0.0015	-0.0020	-0.0005	0.0000	0.0000	0.0000
3	1.0000	1.0000	-0.8315	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0	0.1145	0.0826	-0.4759	-0.0027	-0.0003	-0.0054	0.0000	0.0000	0.0000
1	1.0517	-0.5577	-1.7598	-0.0027	-0.0003	-0.0054	0.0000	0.0000	0.0000
3	1.0000	-0.4412	-0.5355	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0	0.1123	0.0812	-0.4692	-0.0152	-0.0001	0.0000	0.0000	0.0000	0.0000
1	0.3141	-0.6564	-1.8823	-0.0152	-0.0001	0.0000	0.0000	0.0000	0.0000
3	0.7625	-0.4516	-0.5365	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0	0.1112	0.0810	-0.4630	-0.0004	0.0014	0.0011	0.0000	0.0000	0.0000
1	-0.3597	-0.3866	-1.8179	-0.0004	0.0014	0.0011	0.0000	0.0000	0.0000
3	0.1843	-0.2769	-0.5803	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0	0.1101	0.0805	-0.4569	0.0023	0.0008	0.0020	0.0000	0.0000	0.0000
1	-0.2331	-0.4715	-1.8060	0.0023	0.0008	0.0020	0.0000	0.0000	0.0000
3	0.0214	-0.1989	-0.5165	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0	0.1098	0.0814	-0.4533	0.0145	0.0049	0.0035	0.0000	0.0000	0.0000
1	0.7411	-0.6861	-1.7274	0.0145	0.0049	0.0035	0.0000	0.0000	0.0000
3	0.5008	1.0000	-0.5233	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0	0.1088	0.0822	-0.4522	0.0094	0.0010	0.0016	0.0000	0.0000	0.0000
1	1.4765	5.1981	-2.1132	0.0094	0.0010	0.0016	0.0000	0.0000	0.0000
3	1.0000	1.0000	-0.5916	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0	0.1077	0.0819	-0.4482	0.0050	-0.0003	0.0001	0.0000	0.0000	0.0000
1	0.8208	5.2133	-2.1031	0.0050	-0.0003	0.0001	0.0000	0.0000	0.0000
3	1.0000	1.0000	-0.7426	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0	0.1062	0.0802	-0.4402	-0.0043	0.0005	0.0028	0.0000	0.0000	0.0000
1	-0.1823	-0.6765	-1.9786	-0.0043	0.0005	0.0028	0.0000	0.0000	0.0000
3	0.3833	1.0000	-0.6924	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0	0.1058	0.0803	-0.4343	-0.0014	0.0016	0.0036	0.0000	0.0000	0.0000
1	-0.6140	-0.4758	-1.8793	-0.0014	0.0016	0.0036	0.0000	0.0000	0.0000
3	0.0000	-0.2855	-0.5496	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0	0.1063	0.0813	-0.4300	0.0033	0.0024	0.0063	0.0000	0.0000	0.0000
1	-0.6467	-0.2021	-2.1575	0.0033	0.0024	0.0063	0.0000	0.0000	0.0000
3	-0.0166	-0.0470	-0.7500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0	0.1073	0.0829	-0.4267	0.0029	0.0026	0.0049	0.0000	0.0000	0.0000
1	-0.7247	-0.2137	-2.2216	0.0029	0.0026	0.0049	0.0000	0.0000	0.0000
3	-0.0290	-0.0803	-0.7435	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0	0.1084	0.0847	-0.4241	0.0074	0.0046	0.0058	0.0000	0.0000	0.0000
1	-0.0787	-0.4912	-1.9611	0.0074	0.0046	0.0058	0.0000	0.0000	0.0000
3	0.0258	-0.1889	-0.6694	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0	0.1094	0.0873	-0.4247	0.0169	0.0039	0.0036	0.0000	0.0000	0.0000
1	1.0034	5.4350	-2.0873	0.0169	0.0039	0.0036	0.0000	0.0000	0.0000
3	0.8191	-0.4906	-0.6463	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0	0.1091	0.0888	-0.4248	0.0054	-0.0010	-0.0002	0.0000	0.0000	0.0000
1	1.3558	5.3664	-2.1427	0.0054	-0.0010	-0.0002	0.0000	0.0000	0.0000
3	1.0000	1.0000	-0.7257	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0	0.1085	0.0887	-0.4226	0.0018	-0.0010	0.0004	0.0000	0.0000	0.0000
1	0.6066	5.3799	-2.0134	0.0018	-0.0010	0.0004	0.0000	0.0000	0.0000
3	1.0000	1.0000	-0.7715	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0	0.1080	0.0864	-0.4156	-0.0037	0.0029	0.0053	0.0000	0.0000	0.0000
1	-0.3099	-0.6124	-1.8955	-0.0037	0.0029	0.0053	0.0000	0.0000	0.0000
3	0.2834	1.0000	-0.5780	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
