0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0	-0.4016	0.1235	-0.0608	-0.6202	-0.0883	0.3268	0.0000	0.0000	0.0000
1	-0.0096	-0.0227	0.0306	-0.6202	-0.0883	0.3268	0.0000	0.0000	0.0000
3	0.1431	-0.0188	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0	-0.6268	0.1137	-0.0486	-0.8963	0.3619	-0.1218	0.0000	0.0000	0.0000
1	-0.0098	-0.0233	0.0318	-0.8963	0.3619	-0.1218	0.0000	0.0000	0.0000
3	0.3312	-0.0128	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0	-0.9526	0.2008	-0.0735	-0.6593	0.0685	-0.1036	0.0000	0.0000	0.0000
1	-0.0097	-0.0232	0.0317	-0.6593	0.0685	-0.1036	0.0000	0.0000	0.0000
3	0.6494	-0.0368	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0	-1.0751	0.3428	-0.1869	-0.8303	0.1720	-0.0751	0.0000	0.0000	0.0000
1	-0.0099	-0.0234	0.0313	-0.8303	0.1720	-0.0751	0.0000	0.0000	0.0000
3	0.7631	-0.1107	0.0109	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0	-1.1592	0.4723	-0.2912	0.0002	0.0213	-0.0088	0.0000	0.0000	0.0000
1	-0.0105	-0.0240	0.0322	0.0002	0.0213	-0.0088	0.0000	0.0000	0.0000
3	0.8382	-0.1723	0.0193	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0	-1.0802	0.7597	-0.5396	0.1560	0.3021	-0.8259	0.0000	0.0000	0.0000
1	-0.0113	-0.0245	0.0335	0.1560	0.3021	-0.8259	0.0000	0.0000	0.0000
3	0.7905	-0.4312	0.0684	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0	-1.0184	0.9228	-0.6820	0.1708	-0.1139	0.4528	0.0000	0.0000	0.0000
1	-0.0125	-0.0248	0.0350	0.1708	-0.1139	0.4528	0.0000	0.0000	0.0000
