0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0	0.0344	-0.0097	-0.0851	0.0049	-0.0004	-0.0010	0.0000	0.0000	0.0000
1	-0.0485	-0.1135	0.4184	0.0049	-0.0004	-0.0010	0.0000	0.0000	0.0000
3	0.0000	0.0000	0.0574	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0	0.0339	-0.0098	-0.0875	-0.0090	-0.0038	0.0013	0.0000	0.0000	0.0000
1	-0.1098	-0.5177	0.3256	-0.0090	-0.0038	0.0013	0.0000	0.0000	0.0000
3	-0.0236	-0.1645	0.0457	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0	0.0339	-0.0102	-0.0892	0.0016	0.0007	0.0002	0.0000	0.0000	0.0000
1	-0.0783	-0.6456	0.1795	0.0016	0.0007	0.0002	0.0000	0.0000	0.0000
3	-0.0109	-0.2847	0.0231	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0	0.0341	-0.0106	-0.0909	0.0004	0.0012	0.0024	0.0000	0.0000	0.0000
1	-0.0515	-0.8221	0.1072	0.0004	0.0012	0.0024	0.0000	0.0000	0.0000
3	0.0000	-0.4620	0.0095	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0	0.0346	-0.0107	-0.0925	0.0003	0.0015	0.0012	0.0000	0.0000	0.0000
1	-0.0821	-0.9140	0.0281	0.0003	0.0015	0.0012	0.0000	0.0000	0.0000
3	-0.0115	-0.5616	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0	0.0350	-0.0107	-0.0943	-0.0006	0.0005	0.0015	0.0000	0.0000	0.0000
1	-0.0558	-0.8416	0.0262	-0.0006	0.0005	0.0015	0.0000	0.0000	0.0000
3	0.0000	-0.6133	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0	0.0352	-0.0101	-0.0969	0.0043	0.0015	0.0024	0.0000	0.0000	0.0000
1	0.0252	-0.4780	0.1735	0.0043	0.0015	0.0024	0.0000	0.0000	0.0000
