   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   1.7600000e-02  -5.3100000e-02   1.1600000e-02   4.0700000e-02   2.0000000e-03  -2.0900000e-02   1.8100000e-02   9.8999000e+00  -6.2800000e-02
   0.0000000e+00   1.7700000e-02  -5.3700000e-02   1.1200000e-02  -6.8000000e-03  -9.7000000e-03  -8.4000000e-03   2.3300000e-02   9.8910000e+00   3.1900000e-02
   0.0000000e+00   1.8400000e-02  -5.5100000e-02   1.2200000e-02  -2.4700000e-02  -4.2900000e-02   7.7000000e-03   1.1900000e-01   9.7447000e+00   2.0300000e-02
   0.0000000e+00   1.8900000e-02  -5.7300000e-02   1.4900000e-02  -5.1500000e-02  -2.6500000e-02  -3.9000000e-03   7.1500000e-02   1.0024500e+01  -8.7300000e-02
   0.0000000e+00   1.9900000e-02  -5.8400000e-02   1.7900000e-02  -9.0600000e-02  -1.7200000e-02   3.2300000e-02  -4.1800000e-02   1.0018700e+01   3.5000000e-02
   0.0000000e+00   2.2900000e-02  -6.0800000e-02   2.1700000e-02  -5.5200000e-02  -7.1200000e-02   5.1200000e-02  -1.6600000e-02   9.5622000e+00  -2.1480000e-01
   0.0000000e+00   2.4000000e-02  -6.2100000e-02   2.4300000e-02  -6.0000000e-03   2.8000000e-03  -1.5300000e-02   1.6770000e-01   9.6117000e+00  -7.3900000e-01
   0.0000000e+00   2.3800000e-02  -6.0900000e-02   2.3100000e-02   3.4500000e-02   1.3900000e-02  -9.7000000e-03   1.5180000e-01   1.0001600e+01  -5.8400000e-02
   0.0000000e+00   2.4600000e-02  -6.2100000e-02   2.2100000e-02  -1.2000000e-03  -4.2000000e-02   2.4100000e-02  -3.9800000e-02   9.7688000e+00   3.9410000e-01
   0.0000000e+00   2.4100000e-02  -6.5000000e-02   2.2800000e-02  -1.6500000e-02  -6.7500000e-02  -5.7900000e-02  -3.0700000e-02   9.3916000e+00   5.9600000e-02
   0.0000000e+00   2.1200000e-02  -6.5700000e-02   2.4500000e-02  -7.9000000e-02  -2.0900000e-02  -4.4200000e-02   1.2640000e-01   1.0251200e+01   1.4850000e-01
   0.0000000e+00   2.1300000e-02  -6.8900000e-02   2.9000000e-02  -9.7500000e-02  -1.2230000e-01  -3.5000000e-03   1.0810000e-01   9.6365000e+00  -1.7970000e-01
   0.0000000e+00   2.1200000e-02  -7.4100000e-02   3.2900000e-02  -6.1500000e-02  -1.1660000e-01  -1.8400000e-02   7.7500000e-02   9.7323000e+00  -2.0920000e-01
   0.0000000e+00   2.0500000e-02  -8.0300000e-02   3.5200000e-02   7.1000000e-03  -1.4040000e-01  -6.0000000e-02   9.5800000e-02   9.4855000e+00  -2.5530000e-01
   0.0000000e+00   1.7200000e-02  -9.1800000e-02   3.5100000e-02   8.1000000e-03  -4.0930000e-01  -9.5500000e-02   1.3010000e-01   9.4471000e+00   9.9100000e-02
   0.0000000e+00   1.2000000e-02  -1.1150000e-01   3.6200000e-02  -1.1390000e-01  -4.5670000e-01  -1.7060000e-01   1.8910000e-01   9.5595000e+00   1.1806000e+00
   0.0000000e+00   4.0000000e-03  -1.3450000e-01   4.3700000e-02  -1.3250000e-01  -5.4950000e-01  -2.3550000e-01  -2.7490000e-01   9.5674000e+00   7.0700000e-01
   0.0000000e+00  -6.8000000e-03  -1.6500000e-01   4.9700000e-02  -8.0800000e-02  -8.5790000e-01  -3.2730000e-01  -4.0170000e-01   9.0989000e+00   5.2660000e-01
   0.0000000e+00  -3.2100000e-02  -2.2650000e-01   4.7600000e-02   1.0880000e-01  -1.5817000e+00  -5.9910000e-01  -2.1980000e-01   1.0245900e+01   2.1235000e+00
   0.0000000e+00  -4.9500000e-02  -2.9150000e-01   5.6500000e-02  -1.6580000e-01  -1.1296000e+00  -2.6060000e-01  -8.1990000e-01   1.0397900e+01   1.6711000e+00
   0.0000000e+00  -6.1000000e-02  -3.5440000e-01   6.2100000e-02  -4.9000000e-02  -1.4348000e+00  -3.0250000e-01  -6.7350000e-01   9.4614000e+00   2.9799000e+00
   0.0000000e+00  -6.7000000e-02  -4.1620000e-01   7.2000000e-02  -2.5650000e-01  -1.3532000e+00  -1.3030000e-01  -5.5690000e-01   9.1695000e+00   3.2682000e+00
   0.0000000e+00  -7.0500000e-02  -4.7800000e-01   8.3000000e-02  -1.6520000e-01  -1.4077000e+00  -2.1130000e-01  -6.3710000e-01   9.0521000e+00   3.6148000e+00
